OID,longitude,latitude,code,observation,sitenumber,sitename,unit,sitetypeshortremarks,elevation(masl),youngdatebp,olddatebp,year,month,day,archaeologicalcultureperiod,Country,States.Provinces,US.counties,NISP,MNI,species,specimenID,References,,Reference_number,Reference_citation
1422,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 10,Block A level 10,1397.022461,438,520,1512,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1419,"Wright, J.V. 1967. The Laurel Tradition and the Middle Woodland Period. National Museum of Canada Bulletin 217, Ottawa, Ontario."
1423,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 6,Tu 6 level 6,1397.022461,416,476,1534,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1420,"Wulfkuhle, V. 2005. KATP Field School at Kanorado. Kansas Preservation 27(4):11-16."
1424,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 7,Block A level 7,1397.022461,368,450,1582,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1421,"Wyatt, T.G. 2011. Paleoindian site in Kansas and their locations. The Kansas Anthropologist 32:23-31."
1425,-113.018618,48.700101,2,,,Madison Buffalo Jump [24GL],NA,bone bed in cut bank,1397.022461,361,445,1589,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1422,"Wyckoff, D.G., G.R. Brakenridge, K. Buehler, B.J. Carter, W. Dort, Jr., L.D. Martin, J.L. Theler, and L.C. Todd. 1991. Interdisciplinary research at the Burnham site (34WO73), Woods County, Oklahoma. Pages 82-121. A Prehistory of the Plains Border Region. Southcentral Friends of the Pleistocene Guidebook, Ninth Annual Meeting, Woodward, Oklahoma."
1426,-113.018618,48.700101,2,,,Madison Buffalo Jump [24GL],NA,lowest bone encountreed,1397.022461,360,444,1590,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1423,"Wyckoff, D.G., J.L. Theler, and B.J. Carter. 2003. The Burnham Site in Northwestern Oklahoma: Glimpses Beyond Clovis. Sam Noble Oklahoma Museum of Natural History, Norman, Oklahoma."
1427,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 4,Block F level 4,1397.022461,355,429,1595,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1424,"Wyeth, N.J. 1984. The Journals of Captain Nathaniel J. Wyeth's Expeditions to the Oregon Country 1831-1836. D. Johnson, editor. Ye Galleon Press, Fairfield, Washington."
1428,-113.018618,48.700101,2,,,Kutoyis [24GL366],NA,Block C middle bonebed,1397.022461,350,434,1600,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1425,"Wyoming State Historic Preservation Office, Cheyenne, Wyoming."
1429,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 2,Block E level 2,1397.022461,290,364,1660,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1426,"Yelton, J.K. 1983. The Effects of the Fur Trade upon Missouri and Osage Tribal Hunting Patterns: 1700-1823. Master's thesis. University of Missouri, Columbia, Missouri."
1430,-113.018618,48.700101,2,,,Madison Buffalo Jump [24GL],NA,NA,1397.022461,275,335,1675,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1427,"Yohe, R.M., II, and L.S. Henrikson. 1998. Late Holocene grizzly bear (Ursus arctos) remains from Scaredy Cat Cave (10-MA-143), Snake River plain, Idaho. Pages 186-192 in W.A. Akersten, H.G. McDonald, D.J. Meldrum, and M.E.T. Flint, editors. And Whereas ... Papers on the Vertebrate Paleontology of Idaho Honoring John A. White, volume 1. Idaho Museum of Natural History Occasional Paper 36, Pocatello, Idaho."
1431,-113.018618,48.700101,2,,,Kutoyis [24GL366],Level 3,Block A level 3,1397.022461,273,353,1677,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,1428,"Young, R.R., J.A. Burns, D.G. Smith, L.D. Arnold, and R.B. Rains. 1994. A single, late Wisconsin, Laurentide glaciation, Edmonton area and southwestern Alberta. Geology 22:683-686."
1432,-113.0121189,43.40893847,1,Ferris-1832-12-08,NW8488,Ferris-1832-12-08,1830-35-Ferris,to spring on NE side of SW butte,1573.951416,118,NA,1832,12,8,,United States of America,Idaho,Butte,3,13,Bison bison,,342,,1429,"Youngman, P.M. 1993. The Pleistocene small carnivores of eastern Beringia. Canadian Field-Naturalist 107(2):139-163."
1433,-113.0030045,42.65266984,1,Ogden-1826-04-25,NW7052,Ogden-1826-04-25,1824-30-Ogden,"Crossed small river, 2 bulls, 7 beaver",1342.903687,124,NA,1826,4,25,,United States of America,Idaho,Power,3,5,Bison bison,,981,,1430,"Zeimans, G., and D.N. Walker. 1974. Bell Cave, Wyoming: preliminary archaeological and paleontological investigations. Wyoming Geological Survey Report of Investigations 10:88-90."
1434,-113.0012369,43.80924494,1,Bonn-1832-12-30,NW9324,Bonn-1832-12-30,1832-35-Bonneville,Two bison bulls at edge of plains,1672.014893,118,NA,1832,12,30,,United States of America,Idaho,Butte,2,4,Bison bison,,612,,1431,"Zier, C.J., and S.M. Kalasz. 1991. Recon John Shelter and the Archaic-Woodland transition in southeastern Colorado. Plains Anthropologist 36(135):111-138."
1435,-113,46.61666667,3,5282,4189,Flint Creek no. 7 [MV6605],,,1559.901123,8000,12000,-6050,NA,NA,,United States of America,Montana,Powell,0,1,Bison bison,,1059,,,
1436,-112.9947886,43.39952015,1,Ferris-1832-12-09,NW8489,Ferris-1832-12-09,1830-35-Ferris,possibly still in camp at SW butte,1573.951416,118,NA,1832,12,9,,United States of America,Idaho,Butte,2,2,Bison bison,,342,,,
1437,-112.9934836,44.24505733,1,Parker-1835-09-10,NW11235,Parker-1835-09-10,1835-36-Parker,"same camp, jerking meat, Parker unwell",2504.327148,115,NA,1835,9,10,,United States of America,Idaho,Lemhi,2,12,Bison bison,,995,,,
1438,-112.9853075,44.9952086,1,Bonn-1832-10-19,NW9291,Bonn-1832-10-19,1832-35-Bonneville,Hunting party found 1 bull on Horse Plains area,1859.904663,118,NA,1832,10,19,,United States of America,Montana,Beaverhead,3,4,Bison bison,,612,,,
1439,-112.9852779,44.98605732,1,Ferris-1834-05-15,NW8655,Ferris-1834-05-15,1830-35-Ferris,"Then more s to Horse Plains, large herds bison",1859.904663,116,NA,1834,5,15,,United States of America,Montana,Beaverhead,3,20,Bison bison,,342,,,
1440,-112.9820577,44.24897488,1,Ferris-1832-05-25,NW8349,Ferris-1832-05-25,1830-35-Ferris,"down Cotas (Birch?) Ck, into bison country",2504.327148,118,NA,1832,5,25,,United States of America,Idaho,Lemhi,3,20,Bison bison,,342,,,
1441,-112.9738938,60.81963753,1,Hearne-1772-01-18,NW804,Hearne-1772-01-18,1770-74-Hearne,"Hunting bison and moose along Slave River, look f Athabascans",164.5773315,178,NA,1772,1,18,,Canada,Northwest Territories,.,3,6,Bison bison,,"521, 388",,,
1442,-112.9737317,53.11122887,1,Horetzki-1872-09-02,NW12842,Horetzky-1872-09-02,1872-73-Horetzky,"getting buffalo pemmican at Ft Edmonton, likely comes from some distance",742.9829712,78,NA,1872,9,2,,Canada,Alberta,.,1,9,Bison bison,,587,,,
1443,-112.9705509,44.24217499,1,Parker-1835-09-09,NW11234,Parker-1835-09-09,1835-36-Parker,"upvalley, saw large band buffalo, kill 50-60",2294.736084,115,NA,1835,9,9,,United States of America,Idaho,Lemhi,3,33,Bison bison,,995,,,
1444,-112.9623579,51.4477609,1,Fidler-1793-02-13,NW2240,Fidler-1793-02-13,1791-1810-Fidler,Following Kneehills Ck to NNE last view Rockies killed few bison,834.3898926,157,NA,1793,2,13,,Canada,Alberta,.,3,3,Bison bison,,458,,,
1445,-112.9610989,43.83635533,1,Bonn-1833-06-02,NW9410,Bonn-1833-06-02,1832-35-Bonneville,Bonneville does large bison hunt likely on lower Godin,1787.590088,117,NA,1833,6,2,,United States of America,Idaho,Butte,3,20,Bison bison,,612,,,
1446,-112.9590807,51.78585752,1,Fidler-1793-02-21,NW2248,Fidler-1793-02-21,1791-1810-Fidler,in same camp many bison crossing river going W,823.2304077,157,NA,1793,2,21,,Canada,Alberta,.,3,13,Bison bison,,458,,,
1447,-112.9575,48.638333,2,,,Boarding School [24GL302],NA,NA,1298.820923,326,476,1624,NA,NA,,United States of America,Montana,Glacier,NA,NA,,,"1352, 838",,,
1448,-112.9538833,48.66554983,1,Lewis-1806-07-24,NW4016,Lewis-1806-07-24,1804-06-LewisClark,"same camp, no game within 8 miles, some coyotes",1298.820923,144,NA,1806,7,24,,United States of America,Montana,Glacier,2,2,Bison bison,,1303,,,
1449,-112.9530503,60.50044408,1,Fidler-1791-09-21,NW1939,Fidler-1791-09-21,1791-1810-Fidler,"numerous bison, Chipewyans poor hunters, drying meat",167.8522797,159,NA,1791,9,21,,Canada,Northwest Territories,.,3,14,Bison bison,,1302,,,
1450,-112.9514072,51.76627281,1,Fidler-1793-02-20,NW2247,Fidler-1793-02-20,1791-1810-Fidler,"in same camp, many bison crossed river",823.2304077,157,NA,1793,2,20,,Canada,Alberta,.,3,33,Bison bison,,458,,,
1451,-112.950541,40.108721,2,,,Camels Back Cave,Stratum IV,,1382.214844,7350,NA,-5400,NA,NA,,United States of America,Utah,Tooele,1,NA,,,426,,,
1452,-112.950541,40.108721,2,,,Camels Back Cave,Stratum XIV,,1382.214844,3160,3630,-1210,NA,NA,,United States of America,Utah,Tooele,1,NA,,,426,,,
1453,-112.950541,40.108721,2,,,Camels Back Cave,Stratum XVIIc,,1382.214844,790,NA,1160,NA,NA,,United States of America,Utah,Tooele,3,NA,,,426,,,
1454,-112.95,48.63,2,,24GL302,Boarding School,Deep Bone Layer (L30-40),KILL/PROCESS,1298.820923,1750,NA,200,NA,NA,Woodland,United States of America,Montana,Glacier,64,5,,,683,,,
1455,-112.95,48.63,2,,24GL302,Boarding School,1st Layer (L1-10),KILL/PROCESS,1298.820923,1000,NA,950,NA,NA,Late Prehistoric,United States of America,Montana,Glacier,313,30,,,683,,,
1456,-112.9475802,52.32276581,1,Henday-1754-10-09,NW239,Henday-1754-10-09,1754-55-Henday,"WSW11M, 7 buffalo killed still plenty, ",809.2685547,196,NA,1754,10,9,,Canada,Alberta,.,3,33,Bison bison,,"80, 893",,,
1457,-112.9472283,46.58819542,1,Ogden-1825-08-18,NW6822,Ogden-1825-08-18,1824-30-Ogden,"same camp BAND OF BUFFALO first since July 8 bears, 22bvr",1438.939331,125,NA,1825,8,18,,United States of America,Montana,Powell,3,6,Bison bison,,981,,,
1458,-112.9410442,52.32383384,1,Henday-1754-10-10,NW240,Henday-1754-10-10,1754-55-Henday,"same camp, many beaver killed several",809.2685547,196,NA,1754,10,10,,Canada,Alberta,.,2,2,Bison bison,,"80, 893",,,
1459,-112.935535,51.74080627,1,Fidler-1793-02-18,NW2245,Fidler-1793-02-18,1791-1810-Fidler,Up Red Deer River 6M killed several bison plentiful by river,823.2304077,157,NA,1793,2,18,,Canada,Alberta,.,3,19,Bison bison,,458,,,
1460,-112.933486,51.76292117,1,Fidler-1793-02-19,NW2246,Fidler-1793-02-19,1791-1810-Fidler,"killed many buffalo, bison all staying on E side ate all grass",823.2304077,157,NA,1793,2,19,,Canada,Alberta,.,3,33,Bison bison,,458,,,
1461,-112.9309909,44.17676337,1,Ferris-1832-05-26,NW8350,Ferris-1832-05-26,1830-35-Ferris,"down Cotas (Birch?) Ck, into bison country",2294.736084,118,NA,1832,5,26,,United States of America,Idaho,Clark,3,20,Bison bison,,342,,,
1462,-112.9257485,43.31729145,1,Ferris-1832-03-02,NW8271,Ferris-1832-03-02,1830-35-Ferris,"headed SE towards Snake S middle butte, fat bison, several killed, Bannacks",1547.276489,118,NA,1832,3,2,,United States of America,Idaho,Bingham,3,20,Bison bison,,342,,,
1463,-112.9248069,42.93737628,1,Ogden-1828-01-10,NW7262,Ogden-1828-01-10,1824-30-Ogden,"camp till Mar 14, large herds bison towards 3 knobs",1359.767578,122,NA,1828,1,10,,United States of America,Idaho,Bingham,3,13,Bison bison,,982,,,
1464,-112.9189236,48.72209259,1,Lewis-1806-07-25,NW4017,Lewis-1806-07-25,1804-06-LewisClark,"raining, no lat obs, killed a buck",1298.820923,144,NA,1806,7,25,,United States of America,Montana,Glacier,2,2,Bison bison,,1303,,,
1465,-112.9181183,44.16705589,1,Ferris-1832-05-27,NW8351,Ferris-1832-05-27,1830-35-Ferris,"down Cotas (Birch?) Ck, into bison country",2294.736084,118,NA,1832,5,27,,United States of America,Idaho,Clark,3,3,Bison bison,,342,,,
1466,-112.916667,44.083333,2,,,Veratic Rockshelter [10CL3],30,bison rockshelter?,1942.751587,9485,9535,-7535,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1467,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 32, 27942",1942.751587,9184,9270,-7234,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1468,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 30,"layer 30, feature 23, with Bitterroot points",1942.751587,7571,7971,-5621,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1469,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 29,"layer 29, with Bitterroot points",1942.751587,6567,6807,-4617,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1470,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 28, 23238",1942.751587,5281,5341,-3331,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1471,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 17, 23101",1942.751587,4100,4160,-2150,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1472,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 9-13, 23147",1942.751587,3702,3754,-1752,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1473,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 17,"layer 16b, feature 14, an earth oven bedded on layer 17, Beaverhead phase",1942.751587,3502,3702,-1552,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1474,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 16, 22994",1942.751587,3068,3136,-1118,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1475,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 16,"layer 16, feature 9, an earth oven bedded on layer 16a, Beaverhead phase",1942.751587,3022,3222,-1072,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1476,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 15, 23470",1942.751587,3004,3054,-1054,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1477,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 12,"layer 12, feature 12, an earth oven penetrating layers 13-15, Beaverhead phase",1942.751587,2290,2530,-340,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1478,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 4-6, 27740",1942.751587,2084,2154,-134,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1479,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 7, 27648",1942.751587,1923,1989,27,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1480,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 5, 27339",1942.751587,1194,1252,756,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1481,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],Layer 5,"layer 5, feature 11, Blue Dome phase",1942.751587,772,922,1178,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1482,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"Feature 6, 22843",1942.751587,485,537,1465,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1483,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 1, 22891",1942.751587,451,511,1499,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1484,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 3, 27500",1942.751587,423,479,1527,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1485,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,Level 3,1942.751587,362,412,1588,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1486,-112.916667,44.083333,2,,,Bison Rockshelter [10CL10],NA,"level 2, 23276",1942.751587,280,330,1670,NA,NA,,United States of America,Idaho,Clark,NA,NA,,,"1352, 838",,,
1487,-112.916667,49.566667,2,,,Blood Coulee [DjPf-4],NA,buffalo jump,938.1121826,1217,1397,733,NA,NA,,Canada,Alberta,.,NA,NA,,,"1352, 838",,,
1488,-112.916667,49.583333,2,,,DjPf-83,NA,"buried campsite on a river terrace, >1.5 m depth",938.1121826,2110,2310,-160,NA,NA,,Canada,Alberta,.,NA,NA,,,"1352, 838",,,
1489,-112.916667,50.75,2,,,Cluny [EePf-1],NA,"hearth feature 37, X-10",879.350647,52,192,1898,NA,NA,,Canada,Alberta,.,NA,NA,,,"1352, 838",,,
1490,-112.916667,52.25,2,,,Muhlback [FbPf-1],NA,"square B14, bone bed matrix, zone C, 50 cm depth",844.9254761,1095,1395,855,NA,NA,,Canada,Alberta,.,NA,NA,,,"1352, 838",,,
1491,-112.9166667,44.08333333,3,6337,5053,Veratic Rockshelter [10CL3],,,1942.751587,35000,NA,-33050,NA,NA,,United States of America,Idaho,Clark,448,61,Bison bison,,"337, 1255",,,
1492,-112.9166667,49.58333333,3,24365,15833,DjPf-83,,,938.1121826,2040,2240,-90,NA,NA,,Canada,Alberta,.,0,1,Bison sp,,"1100, 128",,,
1493,-112.9164899,42.71496925,1,Ogden-1826-04-24,NW7051,Ogden-1826-04-24,1824-30-Ogden,"To camp of March 17, saw bison bulls, kill 2, 2 beaver",1415.639038,124,NA,1826,4,24,,United States of America,Idaho,Power,3,10,Bison bison,,981,,,
1494,-112.9161957,44.16850255,1,Ogden-1825-03-27,NW6679,Ogden-1825-03-27,1824-30-Ogden,10M down Days River to c. Reno bison elk deer goats (antelope) cover mtns,2294.736084,125,NA,1825,3,27,,United States of America,Idaho,Clark,3,13,Bison bison,,981,,,
1495,-112.91559,44.16066535,1,Wyeth-1833-06-03,NW9796,Wyeth-1833-06-03,1832-35-Wyeth,down Birch 15 miles killed plenty buffalo,2294.736084,117,NA,1833,6,3,,United States of America,Idaho,Clark,3,33,Bison bison,,1424,,,
1496,-112.9152778,44.28138889,3,4582,3549,Jaguar Cave [Cave No. 2],Assemblage,Rockshelter,2294.736084,7000,35000,-5050,NA,NA,,United States of America,Idaho,Lemhi,0,1,Bison sp,,"723, 445, 1121, 177",,,
1497,-112.9144761,43.51493643,1,Ferris-1832-03-01,NW8270,Ferris-1832-03-01,1830-35-Ferris,headed SE towards Snake,1509.339478,118,NA,1832,3,1,,United States of America,Idaho,Butte,3,20,Bison bison,,342,,,
1498,-112.9112764,44.16246762,1,Ogden-1825-03-28,NW6680,Ogden-1825-03-28,1824-30-Ogden,In camp hunting bison many killed,2294.736084,125,NA,1825,3,28,,United States of America,Idaho,Clark,3,33,Bison bison,,981,,,
1499,-112.9061902,44.974571,1,Work-1832-02-18,NW6301,Work-1832-02-18,1823-40-Work,"Flatheads go ahead, bison surround planned",1886.089355,118,NA,1832,2,18,,United States of America,Montana,Beaverhead,3,8,Bison bison,,758,,,
1500,-112.9046575,44.95393147,1,Ferris-1833-11-18,NW8603,Ferris-1833-11-18,1830-35-Ferris,"went to Bitterroot Fks via BigHole, bison abundant to BR pass",2128.150146,117,NA,1833,11,18,,United States of America,Montana,Beaverhead,3,16,Bison bison,,342,,,
1501,-112.9023634,44.97470707,1,Work-1832-02-17,NW6300,Work-1832-02-17,1823-40-Work,"same camp, bison on hills nearby",1886.089355,118,NA,1832,2,17,,United States of America,Montana,Beaverhead,3,8,Bison bison,,758,,,
